rank,gutenberg,title,author,downloads_30d,pick_score,locc,shelves,pg_issued,language,source,coffees,slug
715,5062,The Winds of Chance,Rex Beach,398,11,PS,Movie Books; Contemporary Reviews; Category: Historical Novels; Category: Adventure; Category: Novels; Category: American Literature,2004-02-01,en,auto-scored,1,g5062
716,7156,"The Prince and the Pauper, Part 3.",Mark Twain,398,11,PS,Historical Fiction; Category: Historical Novels; Category: Adventure; Category: Novels; Category: British Literature,2004-07-03,en,auto-scored,1,g7156
717,5747,Do and Dare — a Brave Boy's Fight for Fortune,Jr. Horatio Alger,397,11,PZ,Children's Fiction; Category: Historical Novels; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-05-01,en,auto-scored,1,g5747
718,6115,The Long Chance,Peter B. Kyne,397,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2004-07-01,en,auto-scored,1,g6115
719,6474,The Iron Woman,Margaret Wade Campbell Deland,396,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-09-01,en,auto-scored,1,g6474
720,14960,The silent places,Stewart Edward White,396,13,PS,"Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels",2005-02-07,en,auto-scored,1,g14960
721,5791,Mrs. Peter Rabbit,Thornton W. Burgess,396,11,PZ,Children's Literature; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels,2004-05-01,en,auto-scored,1,g5791
722,6846,My Lady of the North,Randall Parrish,394,11,PS,US Civil War; Category: Historical Novels; Category: Romance; Category: Adventure; Category: American Literature,2004-11-01,en,auto-scored,1,g6846
723,1807,The Lost House,Richard Harding Davis,393,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",1999-07-01,en,auto-scored,1,g1807
724,18665,Molly Make-Believe,Eleanor Hallowell Abbott,392,15,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: American Literature",2006-06-23,en,auto-scored,1,g18665
725,2029,Lahoma,J. Breckenridge Ellis,392,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2000-01-01,en,auto-scored,1,g2029
726,3705,Happy Hawkins,Robert Alexander Wason,392,11,PS,Category: Humour; Category: Adventure; Category: Novels; Category: American Literature,2003-02-01,en,auto-scored,1,g3705
727,12190,The Adventures of Captain Horn,Frank R. Stockton,391,13,PS,"Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels",2004-04-01,en,auto-scored,1,g12190
728,6141,Peck's Bad Boy with the Cowboys,George W. Peck,391,11,PZ,Children's Book Series; Category: Humour; Category: Adventure; Category: Novels; Category: American Literature,2004-07-01,en,auto-scored,1,g6141
729,14696,The Wheel of Life,Ellen Anderson Gholson Glasgow,390,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2005-01-15,en,auto-scored,1,g14696
730,5846,The Adventures of Poor Mrs. Quack,Thornton W. Burgess,389,11,PZ,Children's Literature; Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure,2004-06-01,en,auto-scored,1,g5846
731,7006,Bonnie Prince Charlie : a Tale of Fontenoy and Culloden,G. A. Henty,389,11,PR; PZ,Children's Fiction; Category: Historical Novels; Category: Adventure; Category: British Literature,2004-12-01,en,auto-scored,1,g7006
732,8741,The Brass Bowl,Louis Joseph Vance,388,17,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Crime, Thrillers and Mystery; Category: Adventure; Category: Novels; Category: American Literature",2005-08-01,en,auto-scored,1,g8741
733,5229,Felix O'Day,Francis Hopkinson Smith,388,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-03-01,en,auto-scored,1,g5229
734,5719,Janice Meredith: A Story of the American Revolution,Paul Leicester Ford,388,15,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Romance; Category: American Literature",2004-05-01,en,auto-scored,1,g5719
735,3428,The Two Vanrevels,Booth Tarkington,387,15,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: American Literature",2002-09-01,en,auto-scored,1,g3428
736,1923,The Poisoned Pen,Arthur B. Reeve,387,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",1999-10-01,en,auto-scored,1,g1923
737,4789,Black Caesar's Clan : A Florida Mystery Story,Albert Payson Terhune,387,11,PS,"Category: Romance; Category: Crime, Thrillers and Mystery; Category: Adventure; Category: Novels; Category: American Literature",2003-12-01,en,auto-scored,1,g4789
738,4985,"Ruth Fielding of the Red Mill; Or, Jasper Parloe's Secret",Alice B. Emerson,387,11,PZ,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-01-01,en,auto-scored,1,g4985
739,6881,Note Book of an English Opium-Eater,Thomas De Quincey,387,11,PR,"Category: Crime, Thrillers and Mystery; Category: Essays, Letters & Speeches; Category: British Literature; Category: Philosophy & Ethics",2004-11-01,en,auto-scored,1,g6881
740,7478,"Toby Tyler; Or, Ten Weeks with a Circus",James Otis,387,11,PZ; PS,Category: Children & Young Adult Reading; Category: Adventure; Category: American Literature,2005-02-01,en,auto-scored,1,g7478
741,15817,The Melting of Molly,Maria Thompson Daviess,386,15,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Humour; Category: Novels; Category: American Literature",2005-05-12,en,auto-scored,1,g15817
742,5748,In Secret,Robert W. Chambers,386,13,PS,"Bestsellers, American, 1895-1923; Category: Crime, Thrillers and Mystery; Category: Adventure; Category: Novels; Category: History - Modern (1750+)",2004-05-01,en,auto-scored,1,g5748
743,5150,The Ear in the Wall,Arthur B. Reeve,386,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2004-02-01,en,auto-scored,1,g5150
744,3710,An Unprotected Female at the Pyramids,Anthony Trollope,385,11,PR,Category: Adventure; Category: Novels; Category: British Literature; Category: Gender & Sexuality Studies,2003-02-01,en,auto-scored,1,g3710
745,4707,The Valley of Silent Men: A Story of the Three River Country,James Oliver Curwood,384,13,PS,"Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels",2003-12-01,en,auto-scored,1,g4707
746,7510,Keith of the Border: A Tale of the Plains,Randall Parrish,384,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2005-02-01,en,auto-scored,1,g7510
747,3634,The Guilty River,Wilkie Collins,383,11,PR,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",2003-01-01,en,auto-scored,1,g3634
748,6987,Five Little Peppers Abroad,Margaret Sidney,383,11,PZ; PS,Children's Literature; Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels,2004-11-01,en,auto-scored,1,g6987
749,4966,"Waverley; or, 'Tis sixty years since — Complete",Walter Scott,382,11,PR,Historical Fiction; Category: Historical Novels; Category: Adventure; Category: Classics of Literature; Category: British Literature,2004-01-01,en,auto-scored,1,g4966
750,5191,The Case of Summerfield,W. H. Rhodes,381,11,PS,"Category: Science-Fiction & Fantasy; Category: Crime, Thrillers and Mystery; Category: Novels",2004-02-01,en,auto-scored,1,g5191
751,7523,The Lady of the Decoration,Frances Little,380,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2005-02-01,en,auto-scored,1,g7523
752,5271,Marjorie's Vacation,Carolyn Wells,380,11,PZ; PS,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-03-01,en,auto-scored,1,g5271
753,7059,Peregrine's Progress,Jeffery Farnol,380,11,PR,Category: Humour; Category: Adventure; Category: Novels; Category: British Literature,2004-12-01,en,auto-scored,1,g7059
754,1679,Hiram the Young Farmer,Burbank L. Todd,378,11,PZ,Category: Adventure; Category: Novels; Category: American Literature,1999-03-01,en,auto-scored,1,g1679
755,7765,Night Must Fall : a Play in Three Acts,Emlyn Williams,378,11,PR,"Category: Crime, Thrillers and Mystery; Category: Plays/Films/Dramas; Category: British Literature",2005-03-01,en,auto-scored,1,g7765
756,39689,Satan Sanderson,Hallie Erminie Rives,377,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2012-05-13,en,auto-scored,1,g39689
757,13913,The Port of Missing Men,Meredith Nicholson,376,13,PS,"Bestsellers, American, 1895-1923; Category: Crime, Thrillers and Mystery; Category: Adventure; Category: Novels",2004-11-01,en,auto-scored,1,g13913
758,7496,"Jack Ranger's Western Trip; Or, from Boarding School to Ranch and Range",Clarence Young,376,11,PZ; PS,Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2005-02-01,en,auto-scored,1,g7496
759,3169,The Pursuit of the House-Boat,John Kendrick Bangs,375,15,PS,"Humor; Bestsellers, American, 1895-1923; Category: Science-Fiction & Fantasy; Category: Humour; Category: Novels",2002-04-01,en,auto-scored,1,g3169
760,14682,My Friend Prospero,Henry Harland,374,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2005-01-13,en,auto-scored,1,g14682
761,5315,Told in the East,Talbot Mundy,374,11,PR,Adventure; Category: Historical Novels; Category: Novels; Category: British Literature,2004-03-01,en,auto-scored,1,g5315
762,7159,"The Prince and the Pauper, Part 6.",Mark Twain,374,11,PS,Historical Fiction; Category: Adventure; Category: Novels; Category: British Literature,2004-07-04,en,auto-scored,1,g7159
763,7162,"The Prince and the Pauper, Part 9.",Mark Twain,373,11,PS,Historical Fiction; Category: Historical Novels; Category: Adventure; Category: Novels; Category: British Literature,2004-07-04,en,auto-scored,1,g7162
764,9836,The Pawns Count,E. Phillips Oppenheim,371,17,PR,"Bestsellers, American, 1895-1923; Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",2006-02-01,en,auto-scored,1,g9836
765,2730,Long Odds,H. Rider Haggard,370,11,PR,Category: Adventure; Category: Novels; Category: British Literature,2006-03-31,en,auto-scored,1,g2730
766,5961,Samuel the Seeker,Upton Sinclair,368,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2004-06-01,en,auto-scored,1,g5961
767,2471,The Crusade of the Excelsior,Bret Harte,367,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2006-05-17,en,auto-scored,1,g2471
768,4353,Five Thousand an Hour: How Johnny Gamble Won the Heiress,George Randolph Chester,367,11,PS,Category: Romance; Category: Humour; Category: Adventure; Category: Novels; Category: American Literature,2003-08-01,en,auto-scored,1,g4353
769,2316,The Choir Invisible,James Lane Allen,366,15,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Novels; Category: American Literature",2000-09-01,en,auto-scored,1,g2316
770,4912,Wacousta : a tale of the Pontiac conspiracy (Complete),Major Richardson,366,11,PS,Canada; Category: Historical Novels; Category: Adventure; Category: British Literature,2004-01-01,en,auto-scored,1,g4912
771,1596,Smoke Bellew,Jack London,364,11,PS,Category: Adventure; Category: Novels; Category: American Literature,1999-01-01,en,auto-scored,1,g1596
772,5901,"Dyke Darrel the Railroad Detective; Or, The Crime of the Midnight Express",A. Frank Pinkerton,364,11,PZ; PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2004-06-01,en,auto-scored,1,g5901
773,6805,The Mill Mystery,Anna Katharine Green,364,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2004-11-01,en,auto-scored,1,g6805
774,5422,The Masquerader,Katherine Cecil Thurston,363,15,PR,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2004-04-01,en,auto-scored,1,g5422
775,6008,The Midnight Passenger : A Novel,Richard Savage,363,11,PS,"Category: Romance; Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2004-07-01,en,auto-scored,1,g6008
776,6379,The Net,Rex Beach,361,13,PS,"Movie Books; Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels",2004-08-01,en,auto-scored,1,g6379
777,2793,Flip: A California Romance,Bret Harte,361,11,PS,Category: Romance; Category: Adventure; Category: Novels; Category: American Literature,2006-03-27,en,auto-scored,1,g2793
778,6906,The Lost Trail,Edward Sylvester Ellis,361,11,PS,Children's Fiction; Category: Adventure; Category: Novels; Category: American Literature,2004-11-01,en,auto-scored,1,g6906
779,1907,Rowdy of the Cross L,B. M. Bower,360,11,PS,Western; Category: Adventure; Category: Novels; Category: American Literature,1999-09-01,en,auto-scored,1,g1907
780,42797,The Worn Doorstep,Margaret Pollock Sherwood,357,15,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Novels; Category: British Literature",2013-05-24,en,auto-scored,1,g42797
781,5971,Jane Cable,George Barr McCutcheon,356,15,PS,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: American Literature",2004-06-01,en,auto-scored,1,g5971
782,3046,The Land of the Changing Sun,Will N. Harben,356,11,PS,Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels; Category: American Literature,2002-01-01,en,auto-scored,1,g3046
783,3706,The Valiant Runaways,Gertrude Franklin Horn Atherton,356,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2003-02-01,en,auto-scored,1,g3706
784,5703,The Lord of Death and the Queen of Life,Homer Eon Flint,356,11,PS,Science Fiction; Category: Science-Fiction & Fantasy; Category: Adventure,2004-05-01,en,auto-scored,1,g5703
785,4995,"True to Himself; Or, Roger Strong's Struggle for Place",Edward Stratemeyer,355,11,PZ; PS,Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-01-01,en,auto-scored,1,g4995
786,5003,"The Rover Boys in New York; Or, Saving Their Father's Honor",Edward Stratemeyer,353,11,PZ; PS,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-02-01,en,auto-scored,1,g5003
787,7465,Richard of Jamestown : a Story of the Virginia Colony,James Otis,353,11,PZ; PS,Category: Historical Novels; Category: Children & Young Adult Reading; Category: Adventure; Category: American Literature,2005-02-01,en,auto-scored,1,g7465
788,6037,The One Woman: A Story of Modern Utopia,Jr. Thomas Dixon,352,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-07-01,en,auto-scored,1,g6037
789,6488,Going Some,Rex Beach,352,11,PS,Western; Movie Books; Category: Romance; Category: Adventure; Category: Novels; Category: American Literature,2004-09-01,en,auto-scored,1,g6488
790,5874,Dawn,Eleanor H. Porter,351,11,PZ,"Bestsellers, American, 1895-1923; Category: Novels",2004-06-01,en,auto-scored,1,g5874
791,6210,"The Trail of the Sword, Complete",Gilbert Parker,350,11,PS,Category: Historical Novels; Category: Romance; Category: Adventure; Category: British Literature,2004-11-16,en,auto-scored,1,g6210
792,5643,Ranson's Folly,Richard Harding Davis,349,11,PS,Category: Romance; Category: Adventure; Category: Novels; Category: American Literature,2004-05-01,en,auto-scored,1,g5643
793,13497,Greatheart,Ethel M. Dell,348,15,PR,"Bestsellers, American, 1895-1923; Category: Romance; Category: Novels; Category: British Literature",2004-09-18,en,auto-scored,1,g13497
794,6159,Vicky Van,Carolyn Wells,348,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2004-07-01,en,auto-scored,1,g6159
795,11143,Mary Marie,Eleanor H. Porter,347,15,PS,"Bestsellers, American, 1895-1923; Category: Children & Young Adult Reading; Category: Novels; Category: American Literature",2004-02-01,en,auto-scored,1,g11143
796,7369,Jim Davis,John Masefield,347,11,PZ,Category: Adventure; Category: Novels; Category: British Literature,2005-01-01,en,auto-scored,1,g7369
797,4393,Wakulla: a story of adventure in Florida,Kirk Munroe,346,11,PZ; PS,Category: Adventure; Category: Novels; Category: American Literature,2003-08-01,en,auto-scored,1,g4393
798,6426,"Dick Prescott's First Year at West Point; Or, Two Chums in the Cadet Gray",H. Irving Hancock,346,11,PZ,Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-11-14,en,auto-scored,1,g6426
799,1806,The Frame Up,Richard Harding Davis,345,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",1999-07-01,en,auto-scored,1,g1806
800,6461,Facing the World,Jr. Horatio Alger,345,11,PZ,Children's Fiction; Category: Adventure; Category: Novels; Category: American Literature,2004-09-01,en,auto-scored,1,g6461
801,7799,An American Robinson Crusoe,Daniel Defoe,344,11,PZ,Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2005-02-01,en,auto-scored,1,g7799
802,4987,"The Outdoor Girls at Rainbow Lake; Or, The Stirring Cruise of the Motor Boat Gem",Laura Lee Hope,343,11,PZ; PS,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-01-01,en,auto-scored,1,g4987
803,6714,"Dave Dashaway and His Hydroplane; Or, Daring Adventures over the Great Lake",Roy Rockwood,343,11,PS,Science Fiction; Category: Adventure; Category: Novels,2004-10-01,en,auto-scored,1,g6714
804,6105,Their Yesterdays,Harold Bell Wright,342,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature; Category: Philosophy & Ethics",2004-07-01,en,auto-scored,1,g6105
805,5705,"The Queen of Sheba, and My Cousin the Colonel",Thomas Bailey Aldrich,342,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2004-05-01,en,auto-scored,1,g5705
806,12482,The Mettle of the Pasture,James Lane Allen,341,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-06-01,en,auto-scored,1,g12482
807,6901,The Happy Adventurers,Lydia Miller Middleton,341,11,PR,Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels,2004-11-01,en,auto-scored,1,g6901
808,6433,"On the Trail of Pontiac; Or, The Pioneer Boys of the Ohio",Edward Stratemeyer,340,11,PZ,Category: Historical Novels; Category: Children & Young Adult Reading; Category: Adventure; Category: American Literature,2004-09-01,en,auto-scored,1,g6433
809,6897,The Little Savage,Frederick Marryat,339,11,PZ,Category: Adventure; Category: Novels; Category: British Literature,2004-11-01,en,auto-scored,1,g6897
810,6436,Castle Nowhere,Constance Fenimore Woolson,336,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2004-09-01,en,auto-scored,1,g6436
811,1824,Peace Manoeuvres,Richard Harding Davis,333,11,PS,Category: Romance; Category: Humour; Category: Adventure; Category: Novels; Category: American Literature,2006-05-12,en,auto-scored,1,g1824
812,5064,The Voyage of the Hoppergrass,Edmund Lester Pearson,333,11,PZ; PS,Category: Children & Young Adult Reading; Category: Humour; Category: Adventure; Category: Novels; Category: American Literature,2004-02-01,en,auto-scored,1,g5064
813,12440,D'Ri and I: A Tale of Daring Deeds in the Second War with the British.,Irving Bacheller,332,17,PS,"Bestsellers, American, 1895-1923; Category: Historical Novels; Category: Adventure; Category: American Literature",2004-05-01,en,auto-scored,1,g12440
814,2138,The Day's Work - Part 1,Rudyard Kipling,332,15,PR,"Bestsellers, American, 1895-1923; Category: Short Stories; Category: British Literature; Nobel Prizes in Literature",2000-04-01,en,auto-scored,1,g2138
815,9441,Helbeck of Bannisdale — Volume I,Mrs. Humphry Ward,332,15,PR,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2005-12-01,en,auto-scored,1,g9441
816,5893,Two Little Women on a Holiday,Carolyn Wells,331,11,PZ,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-06-01,en,auto-scored,1,g5893
817,1757,The Cruise of the Dolphin,Thomas Bailey Aldrich,330,11,PS,Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,1999-05-01,en,auto-scored,1,g1757
818,28877,Penelope's Progress,Kate Douglas Smith Wiggin,329,17,PS,"Bestsellers, American, 1895-1923; Category: Humour; Category: Adventure; Category: Novels; Category: British Literature",2009-05-19,en,auto-scored,1,g28877
819,5875,"The Rover Boys on the Ocean; Or, A chase for a fortune",Edward Stratemeyer,328,11,PZ,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-06-01,en,auto-scored,1,g5875
820,6165,"Cowboy Dave; Or, The Round-up at Rolling River",Frank V. Webster,328,11,PZ,Category: Adventure; Category: Novels; Category: American Literature,2004-07-01,en,auto-scored,1,g6165
821,14579,Simon Called Peter,Robert Keable,326,15,PR,"Bestsellers, American, 1895-1923; Category: Novels; Category: British Literature",2005-01-03,en,auto-scored,1,g14579
822,4747,The River's End,James Oliver Curwood,324,13,PS,"Canada; Bestsellers, American, 1895-1923; Category: Adventure; Category: Novels",2003-12-01,en,auto-scored,1,g4747
823,4941,"The House Boat Boys; Or, Drifting Down to the Sunny South",St. George Rathborne,324,11,PZ; PS,Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-01-01,en,auto-scored,1,g4941
824,4990,The Adventures of a Boy Reporter,Harry Steele Morrison,324,11,PZ,Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-01-01,en,auto-scored,1,g4990
825,5970,Lovey Mary,Alice Caldwell Hegan Rice,323,15,PS,"Bestsellers, American, 1895-1923; Category: Children & Young Adult Reading; Category: Novels; Category: American Literature",2004-06-01,en,auto-scored,1,g5970
826,5834,Bimbi: Stories for Children,Ouida,319,11,PZ,Children's Literature; Category: Short Stories; Category: Children & Young Adult Reading; Category: Adventure,2004-06-01,en,auto-scored,1,g5834
827,6041,Stories by English Authors: The Sea,Various,319,11,PR,Category: Short Stories; Category: Adventure; Category: British Literature,2004-07-01,en,auto-scored,1,g6041
828,6468,"On a Torn-Away World; Or, the Captives of the Great Earthquake",Roy Rockwood,318,11,PZ,Science Fiction; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels,2004-09-01,en,auto-scored,1,g6468
829,6751,The Winds of the World,Talbot Mundy,318,11,PR,Adventure; Category: Historical Novels; Category: Adventure; Category: Novels; Category: British Literature,2004-10-01,en,auto-scored,1,g6751
830,7776,The Call of the Cumberlands,Charles Neville Buck,318,11,PS,Category: Adventure; Category: Novels; Category: American Literature,2005-03-01,en,auto-scored,1,g7776
831,7473,"Lost on the Moon; Or, in Quest of the Field of Diamonds",Roy Rockwood,316,11,PZ; PS,Science Fiction; Category: Science-Fiction & Fantasy; Category: Adventure,2005-02-01,en,auto-scored,1,g7473
832,2325,The Iceberg Express,David Cory,314,11,PZ; PS,Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: Adventure,2000-09-01,en,auto-scored,1,g2325
833,5871,Green Fancy,George Barr McCutcheon,314,11,PS,"Category: Romance; Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2004-06-01,en,auto-scored,1,g5871
834,2789,The Motor Girls on a Tour,Margaret Penrose,312,11,PZ; PS,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2001-08-01,en,auto-scored,1,g2789
835,2493,The Adventures of Paddy the Beaver,Thornton W. Burgess,311,11,PZ; PS,Children's Literature; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels,2001-02-01,en,auto-scored,1,g2493
836,3025,A Mountain Europa,Jr. John Fox,306,11,PS,Category: Romance; Category: Adventure; Category: Novels; Category: American Literature,2002-01-01,en,auto-scored,1,g3025
837,6030,The Iron Star — And What It Saw on Its Journey Through the Ages,John Preston True,306,11,PZ,Category: Historical Novels; Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: Adventure,2004-07-01,en,auto-scored,1,g6030
838,6140,Army Boys on German Soil: Our Doughboys Quelling the Mobs,Homer Randall,305,11,PZ,World War I; Category: Historical Novels; Category: Adventure; Category: American Literature,2004-07-01,en,auto-scored,1,g6140
839,3713,Aaron Trow,Anthony Trollope,304,11,PR,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",2003-02-01,en,auto-scored,1,g3713
840,5743,The Evil Shepherd,E. Phillips Oppenheim,303,11,PR,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: British Literature",2004-05-01,en,auto-scored,1,g5743
841,2794,Found at Blazing Star,Bret Harte,302,11,PS,Category: Romance; Category: Adventure; Category: Novels; Category: American Literature,2006-03-27,en,auto-scored,1,g2794
842,1823,The Make-Believe Man,Richard Harding Davis,301,11,PS,Category: Humour; Category: Adventure; Category: Novels; Category: American Literature,1999-07-01,en,auto-scored,1,g1823
843,1822,The Amateur,Richard Harding Davis,298,11,PS,"Category: Crime, Thrillers and Mystery; Category: Novels; Category: American Literature",2006-05-12,en,auto-scored,1,g1822
844,6914,The Last of the Huggermuggers,Christopher Pearse Cranch,298,11,PZ; PS,Category: Children & Young Adult Reading; Category: Science-Fiction & Fantasy; Category: Adventure; Category: Novels,2004-11-01,en,auto-scored,1,g6914
845,5866,Yollop,George Barr McCutcheon,293,11,PS,"Category: Crime, Thrillers and Mystery; Category: Humour; Category: Novels; Category: American Literature",2004-06-01,en,auto-scored,1,g5866
846,6573,"The Boy Ranchers on the Trail; Or, The Diamond X After Cattle Rustlers",Willard F. Baker,293,11,PZ,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-09-01,en,auto-scored,1,g6573
847,6472,"On the Pampas; Or, The Young Settlers",G. A. Henty,292,11,PZ,Children's Fiction; Category: Historical Novels; Category: Adventure; Category: British Literature,2004-09-01,en,auto-scored,1,g6472
848,5145,The Heart of the Hills,Jr. John Fox,290,15,PS,"Bestsellers, American, 1895-1923; Category: Novels; Category: American Literature",2004-02-01,en,auto-scored,1,g5145
849,6715,Isobel : A Romance of the Northern Trail,James Oliver Curwood,289,11,PS,Category: Romance; Category: Adventure; Category: Novels; Category: American Literature,2004-10-01,en,auto-scored,1,g6715
850,4914,The Motor Girls,Margaret Penrose,285,11,PZ; PS,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-01-01,en,auto-scored,1,g4914
851,4988,"The Outdoor Girls at Wild Rose Lodge; Or, The Hermit of Moonlight Falls",Laura Lee Hope,285,11,PZ; PS,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-01-01,en,auto-scored,1,g4988
852,20072,With the Colors,Everard Jack Appleton,279,15,PS,"Bestsellers, American, 1895-1923; Category: Poetry; Category: American Literature; Category: History - Modern (1750+); Category: History - Warfare",2006-12-09,en,auto-scored,1,g20072
853,6114,"The Young Firemen of Lakeville; Or, Herbert Dare's Pluck",Frank V. Webster,277,11,PZ; PS,Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-07-01,en,auto-scored,1,g6114
854,6071,"The Rover Boys out West; Or, The Search for a Lost Mine",Edward Stratemeyer,275,11,PZ,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-07-01,en,auto-scored,1,g6071
855,5248,"The ""Dock Rats"" of New York; Or, The Smuggler Band's Last Stand",Old Sleuth,274,11,PS,"Category: Crime, Thrillers and Mystery; Category: Adventure; Category: Novels; Category: American Literature",2004-03-01,en,auto-scored,1,g5248
856,6337,The Boy Allies under Two Flags,Clair W. Hayes,271,11,PZ,Children's Book Series; Category: Historical Novels; Category: Adventure; Category: Novels; Category: British Literature,2004-08-01,en,auto-scored,1,g6337
857,6950,The Bobbsey Twins at the Seashore,Laura Lee Hope,271,11,PZ,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-11-01,en,auto-scored,1,g6950
858,5882,"A District Messenger Boy, and A Necktie Party",James Otis,261,11,PZ,Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-06-01,en,auto-scored,1,g5882
859,5404,Grace Harlowe's Overland Riders on the Great American Desert,Josephine Chase,258,11,PZ,Children's Book Series; Category: Children & Young Adult Reading; Category: Adventure; Category: Novels; Category: American Literature,2004-04-01,en,auto-scored,1,g5404
860,6057,Fran,J. Breckenridge Ellis,254,11,PS,"Bestsellers, American, 1895-1923; Category: Novels",2004-07-01,en,auto-scored,1,g6057
